TEAM,YEAR,WINS,LOSSES,OFFRTG,OFFRANK,DEFRTG,DEFRANK,NETRTG,NETRANK,PLAYOFFS,URL
MIL,2020,56,17,112.4,8/30,102.9,1/30,9.5,1/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/MIL/2020.html
MIL,2021,46,26,117.2,6/30,111.4,10/30,5.7,4/30,Won Finals (4-2),https://www.basketball-reference.com/teams/MIL/2021.html
MIL,2022,18,11,111.1,6/30,107.4,8/30,3.7,5/30,No Playoffs,https://www.basketball-reference.com/teams/MIL/2022.html
MIN,1990,22,60,103.6,24/27,108.2,15/27,-4.6,22/27,No Playoffs,https://www.basketball-reference.com/teams/MIN/1990.html
MIN,1991,29,53,106.7,17/27,110.9,25/27,-4.2,20/27,No Playoffs,https://www.basketball-reference.com/teams/MIN/1991.html
MIN,1992,15,67,105.0,22/27,112.4,27/27,-7.4,25/27,No Playoffs,https://www.basketball-reference.com/teams/MIN/1992.html
MIN,1993,19,63,103.6,25/27,111.8,26/27,-8.2,26/27,No Playoffs,https://www.basketball-reference.com/teams/MIN/1993.html
MIN,1994,20,62,101.9,25/27,109.2,20/27,-7.3,23/27,No Playoffs,https://www.basketball-reference.com/teams/MIN/1994.html
MIN,1995,21,61,102.6,26/27,112.4,26/27,-9.8,27/27,No Playoffs,https://www.basketball-reference.com/teams/MIN/1995.html
MIN,1996,26,56,104.1,25/29,109.8,20/29,-5.7,25/29,No Playoffs,https://www.basketball-reference.com/teams/MIN/1996.html
MIN,1997,40,42,105.5,17/29,107.1,15/29,-1.6,17/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/MIN/1997.html
MIN,1998,45,37,107.8,7/29,107.1,23/29,0.8,16/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/MIN/1998.html
MIN,1999,25,25,101.9,17/29,101.5,11/29,0.4,15/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/MIN/1999.html
MIN,2000,50,32,106.1,8/29,103.4,12/29,2.7,10/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/MIN/2000.html
MIN,2001,47,35,105.2,11/29,103.7,16/29,1.5,15/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/MIN/2001.html
MIN,2002,50,32,109.0,4/29,105.3,15/29,3.7,6/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/MIN/2002.html
MIN,2003,51,31,106.1,5/29,103.8,16/29,2.2,12/29,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/MIN/2003.html
MIN,2004,58,24,105.9,5/29,99.7,6/29,6.1,4/29,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/MIN/2004.html
MIN,2005,44,38,108.2,6/30,106.6,15/30,1.6,11/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2005.html
MIN,2006,33,49,102.4,28/30,104.5,10/30,-2.1,22/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2006.html
MIN,2007,32,50,103.9,25/30,107.9,21/30,-4.0,25/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2007.html
MIN,2008,22,60,103.8,27/30,111.2,27/30,-7.4,26/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2008.html
MIN,2009,24,58,106.1,24/30,111.4,25/30,-5.3,25/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2009.html
MIN,2010,15,67,101.7,29/30,111.6,28/30,-9.9,30/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2010.html
MIN,2011,17,65,104.2,24/30,111.1,27/30,-6.8,28/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2011.html
MIN,2012,26,40,104.3,18/30,106.6,25/30,-2.3,21/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2012.html
MIN,2013,31,51,102.9,25/30,105.4,13/30,-2.5,20/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2013.html
MIN,2014,40,42,108.9,9/30,106.2,12/30,2.7,11/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2014.html
MIN,2015,16,66,102.9,25/30,112.2,30/30,-9.3,28/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2015.html
MIN,2016,29,53,106.5,12/30,110.1,28/30,-3.7,24/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2016.html
MIN,2017,31,51,110.8,10/30,112.0,27/30,-1.2,20/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2017.html
MIN,2018,47,35,113.4,4/30,111.1,27/30,2.3,10/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/MIN/2018.html
MIN,2019,36,46,111.4,11/30,112.9,24/30,-1.5,22/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2019.html
MIN,2020,19,45,108.1,24/30,112.2,21/30,-4.1,24/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2020.html
MIN,2021,23,49,109.5,25/30,115.0,28/30,-5.4,26/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2021.html
MIN,2022,12,15,107.6,24/30,108.9,15/30,-1.3,20/30,No Playoffs,https://www.basketball-reference.com/teams/MIN/2022.html
NJN,1985,42,40,107.9,13/23,107.7,12/23,0.2,11/23,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/NJN/1985.html
NJN,1986,39,43,105.0,18/23,106.9,12/23,-1.9,15/23,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/NJN/1986.html
NJN,1987,24,58,105.6,19/23,110.5,18/23,-4.9,20/23,No Playoffs,https://www.basketball-reference.com/teams/NJN/1987.html
NJN,1988,19,63,101.4,22/23,109.6,18/23,-8.2,22/23,No Playoffs,https://www.basketball-reference.com/teams/NJN/1988.html
NJN,1989,26,56,103.0,22/25,109.3,19/25,-6.3,21/25,No Playoffs,https://www.basketball-reference.com/teams/NJN/1989.html
NJN,1990,17,65,100.7,26/27,108.6,17/27,-7.9,24/27,No Playoffs,https://www.basketball-reference.com/teams/NJN/1990.html
NJN,1991,26,56,102.9,25/27,107.4,13/27,-4.5,21/27,No Playoffs,https://www.basketball-reference.com/teams/NJN/1991.html
NJN,1992,40,42,107.0,18/27,108.7,14/27,-1.7,17/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/NJN/1992.html
NJN,1993,43,39,106.5,19/27,105.2,5/27,1.3,12/27,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/NJN/1993.html
NJN,1994,45,37,107.2,13/27,104.9,10/27,2.3,14/27,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/NJN/1994.html
NJN,1995,30,52,105.2,23/27,108.6,15/27,-3.4,20/27,No Playoffs,https://www.basketball-reference.com/teams/NJN/1995.html
NJN,1996,30,52,101.9,28/29,106.5,9/29,-4.6,23/29,No Playoffs,https://www.basketball-reference.com/teams/NJN/1996.html
NJN,1997,26,56,104.7,20/29,109.7,23/29,-4.9,22/29,No Playoffs,https://www.basketball-reference.com/teams/NJN/1997.html
NJN,1998,43,39,108.3,5/29,106.6,21/29,1.7,14/29,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/NJN/1998.html
NJN,1999,16,34,99.5,25/29,103.6,20/29,-4.1,25/29,No Playoffs,https://www.basketball-reference.com/teams/NJN/1999.html
NJN,2000,31,51,105.1,10/29,106.3,22/29,-1.1,21/29,No Playoffs,https://www.basketball-reference.com/teams/NJN/2000.html
NJN,2001,26,56,100.0,24/29,105.5,23/29,-5.5,24/29,No Playoffs,https://www.basketball-reference.com/teams/NJN/2001.html
NJN,2002,52,30,104.0,17/29,99.5,1/29,4.5,5/29,Lost Finals (0-4),https://www.basketball-reference.com/teams/NJN/2002.html
NJN,2003,49,33,103.8,18/29,98.1,1/29,5.7,4/29,Lost Finals (2-4),https://www.basketball-reference.com/teams/NJN/2003.html
NJN,2004,47,35,100.8,25/29,98.0,4/29,2.8,8/29,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/NJN/2004.html
NJN,2005,42,40,101.4,26/30,103.1,7/30,-1.7,19/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/NJN/2005.html
NJN,2006,49,33,103.9,25/30,102.4,4/30,1.5,13/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/NJN/2006.html
NJN,2007,41,41,105.7,16/30,106.6,15/30,-0.8,16/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/NJN/2007.html
NJN,2008,34,48,104.0,25/30,109.4,21/30,-5.5,23/30,No Playoffs,https://www.basketball-reference.com/teams/NJN/2008.html
NJN,2009,34,48,108.3,16/30,111.0,24/30,-2.7,22/30,No Playoffs,https://www.basketball-reference.com/teams/NJN/2009.html
NJN,2010,12,70,100.6,30/30,110.5,25/30,-9.9,29/30,No Playoffs,https://www.basketball-reference.com/teams/NJN/2010.html
NJN,2011,24,58,103.1,27/30,109.9,21/30,-6.8,27/30,No Playoffs,https://www.basketball-reference.com/teams/NJN/2011.html
NJN,2012,22,44,102.9,23/30,109.6,28/30,-6.6,28/30,No Playoffs,https://www.basketball-reference.com/teams/NJN/2012.html
NOH,2003,47,35,103.9,16/29,101.6,7/29,2.3,11/29,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/NOH/2003.html
NOH,2004,41,41,102.3,14/29,102.4,12/29,-0.1,14/29,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/NOH/2004.html
NOH,2005,18,64,99.7,30/30,107.7,22/30,-8.0,29/30,No Playoffs,https://www.basketball-reference.com/teams/NOH/2005.html
NOH,2008,56,26,111.5,5/30,105.7,7/30,5.8,5/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/NOH/2008.html
NOH,2009,49,33,108.7,12/30,107.0,9/30,1.8,12/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/NOH/2009.html
NOH,2010,37,45,107.4,18/30,110.1,21/30,-2.6,20/30,No Playoffs,https://www.basketball-reference.com/teams/NOH/2010.html
NOH,2011,46,36,106.2,19/30,105.2,10/30,1.0,14/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/NOH/2011.html
NOH,2012,21,45,100.9,28/30,105.1,15/30,-4.2,24/30,No Playoffs,https://www.basketball-reference.com/teams/NOH/2012.html
NOH,2013,27,55,105.7,16/30,110.1,28/30,-4.3,24/30,No Playoffs,https://www.basketball-reference.com/teams/NOH/2013.html
NOP,2014,34,48,107.2,13/30,110.1,27/30,-2.9,21/30,No Playoffs,https://www.basketball-reference.com/teams/NOP/2014.html
NOP,2015,45,37,108.2,8/30,107.3,22/30,0.9,13/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/NOP/2015.html
NOP,2016,30,52,105.6,18/30,109.5,27/30,-3.9,25/30,No Playoffs,https://www.basketball-reference.com/teams/NOP/2016.html
NOP,2017,34,48,105.2,26/30,107.4,9/30,-2.1,22/30,No Playoffs,https://www.basketball-reference.com/teams/NOP/2017.html
NOP,2018,48,34,109.6,10/30,108.3,14/30,1.3,13/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/NOP/2018.html
NOP,2019,33,49,111.4,13/30,112.6,23/30,-1.3,20/30,No Playoffs,https://www.basketball-reference.com/teams/NOP/2019.html
NOP,2020,30,42,110.7,17/30,111.9,19/30,-1.2,20/30,No Playoffs,https://www.basketball-reference.com/teams/NOP/2020.html
NOP,2021,31,41,113.5,12/30,113.8,22/30,-0.3,18/30,No Playoffs,https://www.basketball-reference.com/teams/NOP/2021.html
NOP,2022,8,21,106.3,26/30,112.7,26/30,-6.4,27/30,No Playoffs,https://www.basketball-reference.com/teams/NOP/2022.html
NYK,1985,24,58,104.9,18/23,109.6,19/23,-4.6,20/23,No Playoffs,https://www.basketball-reference.com/teams/NYK/1985.html
NYK,1986,23,59,99.5,23/23,105.2,5/23,-5.7,22/23,No Playoffs,https://www.basketball-reference.com/teams/NYK/1986.html
NYK,1987,24,58,104.8,20/23,111.1,20/23,-6.3,22/23,No Playoffs,https://www.basketball-reference.com/teams/NYK/1987.html
NYK,1988,38,44,105.9,20/23,106.4,7/23,-0.5,14/23,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/NYK/1988.html
NYK,1989,52,30,111.1,6/25,107.5,10/25,3.6,8/25,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/NYK/1989.html
NYK,1990,45,37,109.4,13/27,108.0,13/27,1.4,11/27,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/NYK/1990.html
NYK,1991,39,43,107.1,16/27,107.3,12/27,-0.2,15/27,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/NYK/1991.html
NYK,1992,51,31,108.3,12/27,104.2,2/27,4.1,6/27,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/NYK/1992.html
NYK,1993,60,22,106.1,22/27,99.7,1/27,6.4,5/27,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/NYK/1993.html
NYK,1994,57,25,105.7,16/27,98.2,1/27,7.5,2/27,Lost Finals (3-4),https://www.basketball-reference.com/teams/NYK/1994.html
NYK,1995,55,27,107.2,16/27,103.8,1/27,3.4,10/27,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/NYK/1995.html
NYK,1996,47,35,106.0,21/29,103.5,4/29,2.5,10/29,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/NYK/1996.html
NYK,1997,57,25,104.4,25/29,101.0,2/29,3.4,10/29,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/NYK/1997.html
NYK,1998,43,39,103.0,20/29,100.3,4/29,2.8,11/29,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/NYK/1998.html
NYK,1999,27,23,98.6,26/29,97.5,4/29,1.2,14/29,Lost Finals (1-4),https://www.basketball-reference.com/teams/NYK/1999.html
NYK,2000,50,32,102.5,21/29,100.9,6/29,1.6,11/29,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/NYK/2000.html
NYK,2001,48,34,101.2,19/29,98.2,3/29,3.0,9/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/NYK/2001.html
NYK,2002,30,52,101.5,25/29,105.9,18/29,-4.4,23/29,No Playoffs,https://www.basketball-reference.com/teams/NYK/2002.html
NYK,2003,37,45,104.7,12/29,106.2,23/29,-1.5,21/29,No Playoffs,https://www.basketball-reference.com/teams/NYK/2003.html
NYK,2004,39,43,101.7,20/29,103.3,15/29,-1.6,20/29,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/NYK/2004.html
NYK,2005,33,49,106.2,14/30,108.9,25/30,-2.7,23/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2005.html
NYK,2006,23,59,104.0,24/30,111.0,26/30,-7.0,29/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2006.html
NYK,2007,33,49,105.7,17/30,108.8,25/30,-3.1,21/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2007.html
NYK,2008,23,59,104.7,23/30,111.9,29/30,-7.1,25/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2008.html
NYK,2009,32,50,108.1,17/30,110.8,23/30,-2.7,21/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2009.html
NYK,2010,29,53,107.6,17/30,111.6,27/30,-4.0,23/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2010.html
NYK,2011,42,40,110.9,7/30,110.1,22/30,0.8,15/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/NYK/2011.html
NYK,2012,36,30,104.4,17/30,101.0,5/30,3.4,8/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/NYK/2012.html
NYK,2013,54,28,111.1,3/30,106.3,18/30,4.7,6/30,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/NYK/2013.html
NYK,2014,37,45,108.3,11/30,109.1,24/30,-0.9,18/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2014.html
NYK,2015,17,65,99.9,29/30,110.0,28/30,-10.1,30/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2015.html
NYK,2016,32,50,104.6,24/30,107.6,18/30,-2.9,22/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2016.html
NYK,2017,31,51,107.7,18/30,111.5,26/30,-3.8,24/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2017.html
NYK,2018,29,53,107.1,20/30,110.7,23/30,-3.6,23/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2018.html
NYK,2019,17,65,104.5,30/30,113.7,26/30,-9.2,28/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2019.html
NYK,2020,21,45,106.5,28/30,113.0,23/30,-6.5,26/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2020.html
NYK,2021,41,31,110.6,23/30,108.2,3/30,2.4,9/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/NYK/2021.html
NYK,2022,12,16,109.0,18/30,110.9,23/30,-1.9,23/30,No Playoffs,https://www.basketball-reference.com/teams/NYK/2022.html
OKC,2009,23,59,102.9,29/30,109.4,20/30,-6.5,27/30,No Playoffs,https://www.basketball-reference.com/teams/OKC/2009.html
OKC,2010,50,32,108.3,12/30,104.6,9/30,3.7,11/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/OKC/2010.html
OKC,2011,55,27,111.2,5/30,107.2,15/30,4.0,9/30,Lost Round 3 (1-4),https://www.basketball-reference.com/teams/OKC/2011.html
OKC,2012,47,19,109.8,2/30,103.2,11/30,6.5,3/30,Lost Finals (1-4),https://www.basketball-reference.com/teams/OKC/2012.html
OKC,2013,60,22,112.4,1/30,102.6,4/30,9.8,1/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/OKC/2013.html
OKC,2014,59,23,110.5,6/30,103.9,6/30,6.6,3/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/OKC/2014.html
OKC,2015,45,37,107.8,10/30,105.5,16/30,2.3,12/30,No Playoffs,https://www.basketball-reference.com/teams/OKC/2015.html
OKC,2016,55,27,113.1,2/30,105.6,13/30,7.5,3/30,Lost Round 3 (3-4),https://www.basketball-reference.com/teams/OKC/2016.html
OKC,2017,47,35,108.3,16/30,107.5,10/30,0.8,11/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/OKC/2017.html
OKC,2018,48,34,110.7,7/30,107.2,9/30,3.5,7/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/OKC/2018.html
OKC,2019,49,33,110.3,17/30,107.0,4/30,3.3,10/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/OKC/2019.html
OKC,2020,44,28,110.8,16/30,108.8,7/30,2.0,12/30,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/OKC/2020.html
OKC,2021,22,50,103.5,30/30,114.0,24/30,-10.5,30/30,No Playoffs,https://www.basketball-reference.com/teams/OKC/2021.html
OKC,2022,8,18,100.3,30/30,110.1,20/30,-9.8,28/30,No Playoffs,https://www.basketball-reference.com/teams/OKC/2022.html
ORL,1990,18,64,105.8,20/27,114.3,27/27,-8.5,26/27,No Playoffs,https://www.basketball-reference.com/teams/ORL/1990.html
ORL,1991,31,51,105.9,19/27,109.9,20/27,-4.0,19/27,No Playoffs,https://www.basketball-reference.com/teams/ORL/1991.html
ORL,1992,21,61,103.5,25/27,110.5,22/27,-7.0,24/27,No Playoffs,https://www.basketball-reference.com/teams/ORL/1992.html
ORL,1993,41,41,108.5,13/27,107.1,12/27,1.4,11/27,No Playoffs,https://www.basketball-reference.com/teams/ORL/1993.html
ORL,1994,50,32,110.8,3/27,106.7,15/27,4.1,9/27,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/ORL/1994.html
ORL,1995,57,25,115.1,1/27,107.8,13/27,7.3,3/27,Lost Finals (0-4),https://www.basketball-reference.com/teams/ORL/1995.html
ORL,1996,60,22,112.9,3/29,106.9,12/29,6.0,5/29,Lost Round 3 (0-4),https://www.basketball-reference.com/teams/ORL/1996.html
ORL,1997,45,37,105.6,16/29,106.0,14/29,-0.4,16/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/ORL/1997.html
ORL,1998,41,41,102.6,22/29,103.8,12/29,-1.2,19/29,No Playoffs,https://www.basketball-reference.com/teams/ORL/1998.html
ORL,1999,33,17,100.3,21/29,97.4,3/29,2.9,9/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/ORL/1999.html
ORL,2000,41,41,102.4,22/29,101.7,9/29,0.7,15/29,No Playoffs,https://www.basketball-reference.com/teams/ORL/2000.html
ORL,2001,43,39,103.2,14/29,102.1,10/29,1.0,16/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/ORL/2001.html
ORL,2002,44,38,107.0,7/29,105.3,16/29,1.7,12/29,Lost Round 1 (1-3),https://www.basketball-reference.com/teams/ORL/2002.html
ORL,2003,42,40,105.2,10/29,105.0,20/29,0.1,16/29,Lost Round 1 (3-4),https://www.basketball-reference.com/teams/ORL/2003.html
ORL,2004,21,61,102.7,13/29,110.4,29/29,-7.7,29/29,No Playoffs,https://www.basketball-reference.com/teams/ORL/2004.html
ORL,2005,36,46,104.9,21/30,107.3,18/30,-2.4,22/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2005.html
ORL,2006,36,46,106.3,13/30,107.5,24/30,-1.2,17/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2006.html
ORL,2007,40,42,104.9,22/30,104.1,6/30,0.9,11/30,Lost Round 1 (0-4),https://www.basketball-reference.com/teams/ORL/2007.html
ORL,2008,52,30,111.3,7/30,105.5,6/30,5.8,6/30,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/ORL/2008.html
ORL,2009,59,23,109.2,11/30,101.9,1/30,7.2,4/30,Lost Finals (1-4),https://www.basketball-reference.com/teams/ORL/2009.html
ORL,2010,59,23,111.4,4/30,103.3,3/30,8.1,1/30,Lost Round 3 (2-4),https://www.basketball-reference.com/teams/ORL/2010.html
ORL,2011,52,30,107.9,14/30,102.0,3/30,5.9,5/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/ORL/2011.html
ORL,2012,37,29,105.0,15/30,104.1,12/30,0.9,15/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/ORL/2012.html
ORL,2013,20,62,101.6,27/30,109.1,25/30,-7.5,29/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2013.html
ORL,2014,23,59,101.7,29/30,107.4,17/30,-5.7,26/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2014.html
ORL,2015,25,57,101.6,27/30,107.7,24/30,-6.1,26/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2015.html
ORL,2016,35,47,105.1,21/30,106.8,16/30,-1.7,19/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2016.html
ORL,2017,29,53,103.7,29/30,110.5,22/30,-6.7,29/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2017.html
ORL,2018,25,57,105.2,25/30,110.1,18/30,-4.9,25/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2018.html
ORL,2019,42,40,108.9,22/30,108.1,8/30,0.7,14/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/ORL/2019.html
ORL,2020,33,40,108.5,23/30,109.5,10/30,-1.0,16/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/ORL/2020.html
ORL,2021,21,51,105.1,29/30,114.5,26/30,-9.4,29/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2021.html
ORL,2022,5,23,102.4,28/30,113.0,28/30,-10.6,30/30,No Playoffs,https://www.basketball-reference.com/teams/ORL/2022.html
PHI,1985,58,24,111.3,4/23,107.3,10/23,4.0,4/23,Lost Round 3 (1-4),https://www.basketball-reference.com/teams/PHI/1985.html
PHI,1986,54,28,108.6,9/23,106.3,11/23,2.3,6/23,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/PHI/1986.html
PHI,1987,45,37,108.3,13/23,108.5,12/23,-0.2,12/23,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/PHI/1987.html
PHI,1988,36,46,108.8,10/23,110.3,19/23,-1.5,17/23,No Playoffs,https://www.basketball-reference.com/teams/PHI/1988.html
PHI,1989,46,36,113.0,3/25,111.5,24/25,1.5,11/25,Lost Round 1 (0-3),https://www.basketball-reference.com/teams/PHI/1989.html
PHI,1990,53,29,113.5,2/27,108.4,16/27,5.1,5/27,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/PHI/1990.html
PHI,1991,44,38,107.9,13/27,108.1,16/27,-0.2,14/27,Lost Round 2 (1-4),https://www.basketball-reference.com/teams/PHI/1991.html
PHI,1992,35,47,108.3,11/27,109.7,18/27,-1.3,15/27,No Playoffs,https://www.basketball-reference.com/teams/PHI/1992.html
PHI,1993,26,56,104.6,23/27,110.4,24/27,-5.8,24/27,No Playoffs,https://www.basketball-reference.com/teams/PHI/1993.html
PHI,1994,25,57,101.7,26/27,109.7,25/27,-7.9,25/27,No Playoffs,https://www.basketball-reference.com/teams/PHI/1994.html
PHI,1995,24,58,104.1,25/27,109.7,17/27,-5.5,23/27,No Playoffs,https://www.basketball-reference.com/teams/PHI/1995.html
PHI,1996,18,64,102.2,27/29,113.0,29/29,-10.8,28/29,No Playoffs,https://www.basketball-reference.com/teams/PHI/1996.html
PHI,1997,22,60,104.6,21/29,111.4,26/29,-6.8,25/29,No Playoffs,https://www.basketball-reference.com/teams/PHI/1997.html
PHI,1998,31,51,102.8,21/29,105.4,18/29,-2.6,21/29,No Playoffs,https://www.basketball-reference.com/teams/PHI/1998.html
PHI,1999,28,22,99.9,23/29,97.6,5/29,2.3,12/29,Lost Round 2 (0-4),https://www.basketball-reference.com/teams/PHI/1999.html
PHI,2000,49,33,101.5,25/29,100.0,4/29,1.4,13/29,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/PHI/2000.html
PHI,2001,56,26,103.6,13/29,98.9,5/29,4.7,4/29,Lost Finals (1-4),https://www.basketball-reference.com/teams/PHI/2001.html
PHI,2002,43,39,102.1,23/29,100.3,4/29,1.8,11/29,Lost Round 1 (2-3),https://www.basketball-reference.com/teams/PHI/2002.html
PHI,2003,48,34,105.0,11/29,102.5,12/29,2.5,9/29,Lost Round 2 (2-4),https://www.basketball-reference.com/teams/PHI/2003.html
PHI,2004,33,49,99.1,26/29,101.9,10/29,-2.8,21/29,No Playoffs,https://www.basketball-reference.com/teams/PHI/2004.html
PHI,2005,43,39,103.5,24/30,104.3,10/30,-0.8,17/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/PHI/2005.html
PHI,2006,38,44,106.0,15/30,108.1,25/30,-2.1,21/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2006.html
PHI,2007,35,47,103.6,26/30,106.9,17/30,-3.3,23/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2007.html
PHI,2008,40,42,106.4,18/30,106.0,8/30,0.5,14/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/PHI/2008.html
PHI,2009,41,41,107.9,19/30,107.8,14/30,0.1,15/30,Lost Round 1 (2-4),https://www.basketball-reference.com/teams/PHI/2009.html
PHI,2010,27,55,106.1,20/30,110.3,24/30,-4.2,24/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2010.html
PHI,2011,41,41,106.6,17/30,105.0,7/30,1.6,13/30,Lost Round 1 (1-4),https://www.basketball-reference.com/teams/PHI/2011.html
PHI,2012,35,31,103.9,20/30,99.2,3/30,4.7,5/30,Lost Round 2 (3-4),https://www.basketball-reference.com/teams/PHI/2012.html
PHI,2013,34,48,102.0,26/30,105.7,15/30,-3.7,23/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2013.html
PHI,2014,19,63,99.4,30/30,109.9,26/30,-10.4,30/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2014.html
PHI,2015,18,64,95.5,30/30,104.8,13/30,-9.3,29/30,No Playoffs,https://www.basketball-reference.com/teams/PHI/2015.html
